InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Date,Month,Year,Hour
578321,84997C,CHILDRENS CUTLERY POLKADOT BLUE,288,2011-11-23 16:59:00,3.75,12557,Spain,1080.0,2011-11-23,2011-11,2011,16
578793,21137,BLACK RECORD COVER FRAME,480,2011-11-25 12:21:00,3.39,16210,United Kingdom,1627.2,2011-11-25,2011-11,2011,12
579196,DOT,DOTCOM POSTAGE,1,2011-11-28 15:54:00,1526.76,14096,United Kingdom,1526.76,2011-11-28,2011-11,2011,15
579251,22470,HEART OF WICKER LARGE,760,2011-11-28 16:39:00,3.2,17450,United Kingdom,2432.0,2011-11-28,2011-11,2011,16
579251,22469,HEART OF WICKER SMALL,600,2011-11-28 16:39:00,1.93,17450,United Kingdom,1158.0,2011-11-28,2011-11,2011,16
579450,84378,SET OF 3 HEART COOKIE CUTTERS,774,2011-11-29 13:59:00,1.25,12901,United Kingdom,967.5,2011-11-29,2011-11,2011,13
579498,23084,RABBIT NIGHT LIGHT,2040,2011-11-29 15:52:00,1.79,12798,Japan,3651.6,2011-11-29,2011-11,2011,15
580243,21915,RED  HARMONICA IN BOX ,1120,2011-12-02 12:19:00,1.06,16333,United Kingdom,1187.2,2011-12-02,2011-12,2011,12
580363,23582,VINTAGE DOILY JUMBO BAG RED ,1500,2011-12-02 16:32:00,1.79,13868,United Kingdom,2685.0,2011-12-02,2011-12,2011,16
580645,23177,TREASURE ISLAND BOOK BOX,490,2011-12-05 13:11:00,1.95,17857,United Kingdom,955.5,2011-12-05,2011-12,2011,13
580727,DOT,DOTCOM POSTAGE,1,2011-12-05 17:17:00,1599.26,14096,United Kingdom,1599.26,2011-12-05,2011-12,2011,17
580873,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,240,2011-12-06 12:06:00,3.75,15061,United Kingdom,900.0,2011-12-06,2011-12,2011,12
580873,22423,REGENCY CAKESTAND 3 TIER,128,2011-12-06 12:06:00,10.95,15061,United Kingdom,1401.6,2011-12-06,2011-12,2011,12
581097,22476,EMPIRE UNION JACK TV DINNER TRAY,600,2011-12-07 11:41:00,1.95,13685,United Kingdom,1170.0,2011-12-07,2011-12,2011,11
581105,85152,HAND OVER THE CHOCOLATE   SIGN ,620,2011-12-07 12:14:00,1.92,16000,United Kingdom,1190.3999999999999,2011-12-07,2011-12,2011,12
581105,22457,NATURAL SLATE HEART CHALKBOARD ,620,2011-12-07 12:14:00,2.55,16000,United Kingdom,1581.0,2011-12-07,2011-12,2011,12
581105,22727,ALARM CLOCK BAKELIKE RED ,620,2011-12-07 12:14:00,2.99,16000,United Kingdom,1853.8000000000002,2011-12-07,2011-12,2011,12
581105,23552,BICYCLE PUNCTURE REPAIR KIT ,620,2011-12-07 12:14:00,1.86,16000,United Kingdom,1153.2,2011-12-07,2011-12,2011,12
581107,23461,SWEETHEART BIRD HOUSE,620,2011-12-07 12:15:00,3.3,16000,United Kingdom,2046.0,2011-12-07,2011-12,2011,12
581110,23486,ANTIQUE HEART SHELF UNIT,150,2011-12-07 12:17:00,13.35,16000,United Kingdom,2002.5,2011-12-07,2011-12,2011,12
581115,22413,METAL SIGN TAKE IT OR LEAVE IT ,1404,2011-12-07 12:20:00,2.75,15195,United Kingdom,3861.0,2011-12-07,2011-12,2011,12
581175,23084,RABBIT NIGHT LIGHT,1440,2011-12-07 15:16:00,1.79,14646,Netherlands,2577.6,2011-12-07,2011-12,2011,15
581375,21137,BLACK RECORD COVER FRAME,960,2011-12-08 12:36:00,3.39,16210,United Kingdom,3254.4,2011-12-08,2011-12,2011,12
581457,22189,CREAM HEART CARD HOLDER,324,2011-12-08 18:43:00,3.39,18102,United Kingdom,1098.3600000000001,2011-12-08,2011-12,2011,18
581457,23543,WALL ART KEEP CALM ,698,2011-12-08 18:43:00,4.15,18102,United Kingdom,2896.7000000000003,2011-12-08,2011-12,2011,18
581457,82484,WOOD BLACK BOARD ANT WHITE FINISH,204,2011-12-08 18:43:00,4.8,18102,United Kingdom,979.1999999999999,2011-12-08,2011-12,2011,18
581457,23553,LANDMARK FRAME CAMDEN TOWN ,120,2011-12-08 18:43:00,10.95,18102,United Kingdom,1314.0,2011-12-08,2011-12,2011,18
581458,22197,POPCORN HOLDER,1500,2011-12-08 18:45:00,0.72,17949,United Kingdom,1080.0,2011-12-08,2011-12,2011,18
581483,23843,"PAPER CRAFT , LITTLE BIRDIE",80995,2011-12-09 09:15:00,2.08,16446,United Kingdom,168469.6,2011-12-09,2011-12,2011,9
